Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Jimmie Johnson's Anything With an Engine,2011,Racing,Konami Digital Entertainment,0.08,0,0,0.01,0.09,65,5,8.8,8,Isopod Labs,E10+
Kung-Fu: High Impact,2011,Action,Black Bean Games,0.08,0.05,0,0.01,0.13,56,18,7.8,20,Virtual Air Guitar Company,T
Nano Assault,2011,Shooter,Majesco Entertainment,0.08,0,0,0.01,0.08,75,8,7.7,18,Shin'en,E10+
Self-Defense Training Camp,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12,21,5,5,25,Ubisoft,T
Spider-Man: Edge of Time,2011,Action,Activision,0.08,0.03,0,0.01,0.12,50,7,6.4,12,Beenox,T
The Cursed Crusade,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15,39,27,4.4,29,Kylotonn,M
Thor: God of Thunder,2011,Action,Sega,0.08,0.03,0,0.01,0.12,64,18,7.2,9,WayForward,E10+
Virtua Tennis 4,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,Sega,E
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,69,18,5.8,338,Black Box,T
Child of Eden,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,81,21,7.8,25,Q Entertainment,E10+
Naruto Shippuden: Ultimate Ninja Impact,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59,16,7.2,26,Racjin,T
Jonah Lomu Rugby Challenge,2011,Sports,Home Entertainment Suppliers,0.09,0.19,0,0.03,0.31,73,14,6,8,Sidhe Interactive,E
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.09,0.09,0,0.03,0.2,74,34,7.4,596,Relic,M
Yakuza: Dead Souls,2011,Shooter,Sega,0.09,0.06,0.42,0.03,0.6,64,55,7.4,69,Ryu ga Gotoku Studios,M
Aliens: Infestation,2011,Action,Sega,0.09,0.05,0,0.02,0.16,76,43,8.2,29,"Gearbox Software, WayForward",T
Green Lantern: Rise of the Manhunters,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,61,12,6.7,17,Double Helix Games,T
NBA 2K12,2011,Sports,Take-Two Interactive,0.09,0.05,0,0.02,0.16,86,5,7.1,66,Visual Concepts,E
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,65,9,6,26,Firebrand Games,E10+
Two Worlds II,2011,Role-Playing,Unknown,0.09,0.09,0,0.02,0.2,76,31,6.5,315,Reality Pump,M
BIT.TRIP SAGA,2011,Misc,Rising Star Games,0.09,0.04,0,0.01,0.14,75,21,7.8,24,Gaijin Games,E
Blackwater,2011,Shooter,505 Games,0.09,0.02,0,0.01,0.12,37,12,4.5,14,Zombie Studios,T
Cave Story 3D,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82,29,7.7,72,Nicalis,E10+
Green Lantern: Rise of the Manhunters,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,42,6,3.9,7,Griptonite Games,E10+
Michael Phelps: Push the Limit,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11,48,10,3.5,6,Blitz Games,E
Pac-Man Party 3D,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,43,11,5.4,11,Namco Bandai Games,E
Pinball Hall of Fame: The Williams Collection,2011,Misc,Crave Entertainment,0.09,0,0,0.01,0.1,67,5,7.3,8,Crave,E10+
Thor: God of Thunder,2011,Action,Sega,0.09,0.04,0,0.01,0.14,38,40,5.7,22,Liquid Entertainment,T
Warriors Orochi 3,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,71,9,8.1,19,Omega Force,T
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.1,0.34,0,0.07,0.5,78,36,6.6,55,Konami,E
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74,4,6.3,8,Konami,E
Fable III,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0,0.05,0.32,75,39,5.4,555,Lionhead Studios,M
Tropico 4,2011,Strategy,Kalypso Media,0.1,0.13,0,0.04,0.27,78,46,7.7,359,Haemimont,T
Captain America: Super Soldier,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,7.3,40,Next Level Games,T
LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,0.1,0.13,0,0.03,0.25,76,14,7.5,44,Traveller's Tales,E10+
Operation Flashpoint: Red River,2011,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69,64,6.1,29,Codemasters,M
Shadows of the Damned,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76,76,8.4,139,Grasshopper Manufacture,M
WWE All Stars,2011,Fighting,THQ,0.1,0.07,0,0.02,0.19,68,11,7,8,THQ,T
Ace Combat: Assault Horizon Legacy,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,37,7.8,26,Project Aces,T
de Blob 2,2011,Platform,THQ,0.1,0.04,0,0.01,0.15,77,54,7.5,23,Blue Tongue Entertainment,E10+
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68,40,8.2,45,Vicious Cycle,T
Family Feud: 2012 Edition,2011,Misc,Ubisoft,0.1,0,0,0.01,0.1,47,4,5.3,6,Ubisoft,E10+
Hulk Hogan's Main Event,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13,26,4,2.2,20,Panic Button,T
NCIS,2011,Adventure,Ubisoft,0.1,0.02,0,0.01,0.14,35,11,4.7,7,Ubisoft,T
Thor: God of Thunder,2011,Action,Sega,0.1,0.04,0,0.01,0.15,56,14,8,9,Red Fly Studio,T
F1 2011,2011,Racing,Codemasters,0.11,0.5,0.01,0.09,0.72,84,61,7.1,54,Codemasters,E
Transformers: Dark of the Moon,2011,Action,Activision,0.11,0.18,0,0.06,0.34,57,41,5.6,27,High Moon Studios,T
Dead Rising 2: Off the Record,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72,31,7.1,35,Capcom Vancouver,M
de Blob 2,2011,Platform,THQ,0.11,0.07,0,0.03,0.21,74,50,7.1,34,Blue Tongue Entertainment,E10+
El Shaddai: Ascension of the Metatron,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78,46,7.5,40,Ignition Entertainment,T
Homefront,2011,Shooter,THQ,0.11,0.1,0,0.03,0.24,70,36,5.5,531,Digital Extremes,M
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64,6,3.6,21,Firebrand Games,E10+
Shadows of the Damned,2011,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77,56,8.1,124,Grasshopper Manufacture,M
de Blob 2,2011,Platform,THQ,0.11,0.06,0,0.02,0.18,79,20,8.1,26,Blue Tongue Entertainment,E10+
Pandora's Tower,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73,48,8,99,Ganbarion,T
Pro Evolution Soccer 2011 3D,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18,Konami,E
Virtua Tennis 4,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70,37,6.2,12,Sega,E
Captain America: Super Soldier,2011,Action,Sega,0.11,0.05,0,0.01,0.17,60,48,6.4,37,Next Level Games,T
Everybody Dance,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.12,66,5,6.8,8,SCEE,T
F1 2011,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82,36,7.1,55,Codemasters,E
Call of Juarez: The Cartel,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,45,42,5.5,74,Techland,M
Dead Island,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,80,24,6.8,1428,Techland,M
Hunted: The Demon's Forge,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57,34,6.2,70,InXile Entertainment,M
WWE All Stars,2011,Fighting,THQ,0.12,0.04,0,0.03,0.18,70,4,6.6,5,THQ,T
Samurai Warriors Chronicles,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61,30,7.7,35,Omega Force,T
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.13,0.23,0,0.08,0.44,70,46,7.4,162,Relic,M
Final Fantasy IV: The Complete Collection,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,77,41,7.5,80,Bullets,E10+
Carnival Island,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23,66,25,5.2,5,Magic Pixel Games,E
Dead Space 2,2011,Shooter,Electronic Arts,0.13,0.15,0,0.04,0.32,87,28,8.3,974,Visceral Games,M
Medieval Moves: Deadmund's Quest,2011,Action,Sony Computer Entertainment,0.13,0.11,0,0.04,0.28,61,41,6.5,17,Zindagi Games,E10+
Asphalt: Injection,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,49,33,4.8,28,Ubisoft,E10+
Dead or Alive: Dimensions,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,79,62,8.2,113,Team Ninja,T
Spider-Man: Edge of Time,2011,Action,Activision,0.13,0.07,0,0.03,0.22,58,43,7.2,29,Beenox,T
Transformers: Dark of the Moon,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30,High Moon Studios,T
Hunted: The Demon's Forge,2011,Action,Bethesda Softworks,0.13,0.06,0,0.02,0.22,61,59,6,116,InXile Entertainment,M
SpongeBob SquigglePants 3D,2011,Misc,THQ,0.13,0.05,0,0.02,0.19,64,8,6,8,WayForward,E
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0,0.12,0.74,80,20,7.4,771,Ubisoft Montreal,M
Rage,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37,79,32,5.2,1618,id Software,M
Harry Potter and the Deathly Hallows - Part 2,2011,Action,Electronic Arts,0.14,0.13,0,0.05,0.32,43,21,5.7,27,EA Bright Light,T
Little Deviants,2011,Platform,Sony Computer Entertainment,0.14,0.12,0,0.04,0.3,57,62,5.5,53,Bigbig Studios,E10+
Call of Juarez: The Cartel,2011,Shooter,Ubisoft,0.14,0.1,0,0.03,0.27,47,62,5.7,109,Techland,M
MotionSports: Adrenaline,2011,Sports,Ubisoft,0.14,0.1,0,0.03,0.27,41,8,7.4,7,Ubisoft Vancouver,E
X-Men: Destiny,2011,Action,Activision,0.14,0.07,0,0.03,0.24,50,33,4.8,37,Silicon Knights,T
Rune Factory: Tides of Destiny,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.02,0.23,55,12,7.9,44,Neverland,E10+
Shinobi,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,69,33,7.3,33,Griptonite Games,T
Tom Clancy's Splinter Cell 3D,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53,32,5.5,26,Ubisoft,T
Fishing Resort,2011,Sports,Namco Bandai Games,0.14,0,0.25,0.01,0.39,69,9,7,8,Prope,E
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0,0.1,0.59,88,24,8.2,1102,Ubisoft Montreal,M
Hot Shots Golf: World Invitational,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,76,55,8.1,77,Clap Hanz,E
Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,0.15,0.11,0,0.05,0.32,63,13,6.6,9,High Impact Games,E10+
Top Spin 4,2011,Sports,Take-Two Interactive,0.15,0.22,0,0.04,0.41,84,54,8.2,70,2K Czech,E
Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2,72,13,6.3,9,Visual Concepts,E
MLB 11: The Show,2011,Sports,Sony Computer Entertainment,0.15,0,0,0.02,0.17,77,9,6,5,SCEA San Diego Studios,E
WWE All Stars,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,71,12,7.4,7,THQ,T
Crysis 2,2011,Action,Electronic Arts,0.16,0.45,0,0.13,0.74,86,42,6.8,1594,Crytek,M
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0,0.09,0.53,91,27,8.6,1847,Rocksteady Studios,T
WWE All Stars,2011,Fighting,THQ,0.16,0.18,0,0.07,0.41,75,51,6.4,36,THQ,T
Saints Row: The Third,2011,Action,THQ,0.16,0.16,0,0.06,0.38,84,22,8.1,1263,Volition Inc.,M
Resident Evil: The Mercenaries 3D,2011,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65,69,6.4,110,Capcom,M
DC Universe Online,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,0.23,72,27,6.8,243,WBIE,T
Dreamcast Collection,2011,Misc,Sega,0.16,0.06,0,0.02,0.24,53,31,5.2,10,Sega,T
Dynasty Warriors 7,2011,Action,Tecmo Koei,0.16,0.06,0,0.02,0.24,58,22,8,46,Omega Force,T
Frogger 3D,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.21,54,11,5.5,8,Alpha Unit,E
Shin Megami Tensei: Devil Survivor 2,2011,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,79,21,8.8,45,Atlus,T
You Don't Know Jack,2011,Misc,THQ,0.16,0,0,0.01,0.18,82,11,7.3,18,"Jellyvision, Iron Galaxy Studios",T
Top Spin 4,2011,Sports,Take-Two Interactive,0.17,0.39,0,0.13,0.69,82,37,7.7,55,2K Czech,E
Dungeon Siege III,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71,52,6.3,86,Obsidian Entertainment,T
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0.17,0.08,0,0.04,0.29,80,48,7.7,93,Capcom,T
Harry Potter and the Deathly Hallows - Part 2,2011,Action,Electronic Arts,0.17,0.13,0,0.03,0.33,47,6,6.6,5,EA Bright Light,T
Mystery Case Files: The Malgrave Incident,2011,Adventure,Nintendo,0.17,0.13,0,0.03,0.32,65,26,8.2,5,Sanzaru Games,E
The King of Fighters XIII,2011,Fighting,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77,26,8.2,76,SNK Playmore,T
Dead Rising 2: Off the Record,2011,Action,Capcom,0.17,0.08,0,0.02,0.27,72,48,7.5,60,Capcom Vancouver,M
Heavy Fire: Afghanistan,2011,Shooter,Unknown,0.17,0,0,0.02,0.18,39,5,3.3,16,Teyon,T
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.18,0.17,0,0.06,0.41,54,48,5.7,1183,"Gearbox Software, 3D Realms",M
Red Faction: Armageddon,2011,Shooter,THQ,0.18,0.16,0.01,0.04,0.39,71,74,7,77,Volition Inc.,M
PowerUp Heroes,2011,Fighting,Ubisoft,0.18,0.09,0,0.03,0.3,61,13,7.5,10,Ubisoft,E10+
WWE All Stars,2011,Fighting,THQ,0.18,0.14,0,0.03,0.34,75,64,7.2,45,THQ,T
Plants vs. Zombies,2011,Strategy,PopCap Games,0.18,0,0,0.02,0.2,85,8,7.9,60,PopCap,E10+
Spider-Man: Edge of Time,2011,Action,Activision,0.18,0.05,0,0.02,0.25,57,50,6.8,33,Beenox,T
X-Men: Destiny,2011,Action,Activision,0.18,0.04,0,0.02,0.24,47,51,5,72,Silicon Knights,T
Total War: Shogun 2,2011,Strategy,Sega,0.19,0.31,0,0.09,0.6,90,62,8.3,1180,Creative Assembly,T
Harry Potter and the Deathly Hallows - Part 2,2011,Action,Electronic Arts,0.19,0.11,0,0.03,0.33,44,31,5.4,24,EA Bright Light,T
Ridge Racer 3D,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,75,59,7.2,56,Namco Bandai Games,E
You Don't Know Jack,2011,Misc,THQ,0.19,0,0,0.01,0.21,81,5,7.7,6,"Jellyvision, Iron Galaxy Studios",T
You Don't Know Jack,2011,Misc,THQ,0.19,0,0,0.01,0.21,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios",T
Red Faction: Armageddon,2011,Shooter,THQ,0.2,0.15,0.03,0.07,0.45,71,52,7.3,58,Volition Inc.,M
Tetris Axis,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74,33,6.8,28,Hudson Soft,E
The Black Eyed Peas Experience,2011,Misc,Ubisoft,0.2,0.1,0,0.03,0.32,66,17,5.8,8,iNiS,T
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.2,0.11,0,0.03,0.34,85,14,6.7,7,Electronic Arts,E
Catherine,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.31,82,39,7.9,153,Atlus,M
Dissidia 012: Duodecim Final Fantasy,2011,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78,52,8.3,144,Square Enix,T
MotorStorm: Apocalypse,2011,Racing,Sony Computer Entertainment,0.21,0.19,0,0.08,0.48,77,74,7.7,155,Evolution Studios,T
F.E.A.R. 3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74,48,7.1,103,Day 1 Studios,M
Rayman Origins,2011,Platform,Ubisoft,0.21,0.27,0,0.06,0.55,92,13,8.3,127,UBlart Montpellier,E10+
Dungeon Siege III,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102,Obsidian Entertainment,T
NASCAR 2011: The Game,2011,Racing,Activision,0.21,0,0,0.01,0.22,42,5,3.1,9,Eutechnyx,E
Alice: Madness Returns,2011,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70,51,7.9,181,Spicy Horse,M
Tom Clancy's Ghost Recon: Shadow Wars,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,77,49,7.9,78,Ubisoft,T
Wii Play: Motion,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,Nintendo,E10+
Bulletstorm,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,83,57,7.7,288,"Epic Games, People Can Fly",M
DiRT 3,2011,Racing,Codemasters,0.23,0.4,0.01,0.08,0.72,87,81,7.1,166,Codemasters,T
Dragon Age II,2011,Action,Electronic Arts,0.23,0.33,0,0.08,0.63,82,45,4.5,4533,BioWare,M
Rayman 3D,2011,Platform,Ubisoft,0.23,0.35,0,0.06,0.64,61,39,6.6,48,Ubisoft Casablanca,E
The King of Fighters XIII,2011,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79,31,8.2,51,SNK Playmore,T
WWE '12,2011,Fighting,THQ,0.23,0.08,0,0.03,0.34,74,6,5.2,9,Yuke's,T
Driver: San Francisco,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,Ubisoft Reflections,T
MX vs. ATV: Alive,2011,Racing,THQ,0.24,0.15,0,0.07,0.46,61,41,6.7,11,THQ Digital Studio Phoenix,E
The Witcher 2: Assassins of Kings,2011,Action,Namco Bandai Games,0.25,0.56,0,0.14,0.96,88,76,8.5,4378,CD Projekt Red Studio,M
Deus Ex: Human Revolution,2011,Shooter,Square Enix,0.25,0.25,0,0.08,0.58,90,52,8.5,3069,Nixxes Software,M
Michael Jackson: The Experience,2011,Misc,Ubisoft,0.25,0.19,0,0.08,0.52,66,11,8.4,16,Ubisoft Montreal,E10+
Driver: San Francisco,2011,Racing,Ubisoft,0.25,0.37,0,0.07,0.7,80,63,7.6,130,Ubisoft Reflections,T
Dynasty Warriors 7,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,57,Omega Force,T
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.25,0.26,0,0.06,0.56,76,57,7.8,232,Relic,M
Goldeneye 007: Reloaded,2011,Shooter,Activision,0.25,0.2,0,0.05,0.5,72,56,6,96,Eurocom Entertainment Software,T
Combat of Giants: Dinosaurs 3D,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44,18,5.3,9,Ubisoft,E10+
Fortune Street,2011,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68,42,7.5,24,Marvelous AQL,E
NASCAR 2011: The Game,2011,Racing,Activision,0.25,0,0,0.02,0.27,62,16,3.7,15,Eutechnyx,E
Two Worlds II,2011,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70,28,7,65,Reality Pump,M
PokePark 2: Wonders Beyond,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60,18,7,27,Creatures Inc.,E
Super Monkey Ball 3D,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,55,57,5.5,31,Sega,E
The Gunstringer,2011,Shooter,Microsoft Game Studios,0.26,0.1,0,0.04,0.4,77,60,8.1,40,Twisted Pixel Games,T
DiRT 3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122,Codemasters,T
The Tomb Raider Trilogy,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,78,37,8.1,60,Crystal Dynamics,T
Sniper: Ghost Warrior,2011,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53,17,6,34,City Interactive,M
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58,26,5.4,77,Spike,T
Bleach: Soul Resurreccion,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58,34,7.2,46,Racjin,T
Disgaea 4: A Promise Unforgotten,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80,39,7.8,126,Nippon Ichi Software,T
Alice: Madness Returns,2011,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,70,67,8.1,157,Spicy Horse,M
Asphalt 3D,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24,Gameloft,E10+
The Sims: Medieval,2011,Simulation,Electronic Arts,0.28,0.32,0,0.09,0.69,77,56,6.1,173,The Sims Studio,T
Child of Eden,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44,84,81,7.7,95,Q Entertainment,E10+
Rise of Nightmares,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,54,56,7.8,44,Sega,M
Shin Megami Tensei: Devil Survivor Overclocked,2011,Role-Playing,Ghostlight,0.28,0.01,0.06,0.03,0.38,78,27,8.2,97,Atlus,T
Brink,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.73,72,39,5.8,168,Splash Damage,T
Tales of Xillia,2011,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78,65,8.2,468,Bandai Namco Games,T
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.29,0.27,0,0.06,0.62,71,16,7.3,20,Traveller's Tales,E10+
NASCAR 2011: The Game,2011,Racing,Activision,0.29,0,0,0.02,0.3,62,24,4.1,14,Eutechnyx,E
Disney Universe,2011,Action,Disney Interactive Studios,0.3,0.22,0,0.09,0.61,70,29,6.9,13,Eurocom Entertainment Software,E10+
Ace Combat: Assault Horizon,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77,28,6.7,82,Project Aces,T
The Sims 3,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52,29,3.3,31,EA Games,T
Catherine,2011,Adventure,Deep Silver,0.3,0.14,0.2,0.06,0.7,79,61,8.1,372,Atlus,M
Ace Combat: Assault Horizon,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78,71,6.2,82,Project Aces,T
F.E.A.R. 3,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75,71,7,139,Day 1 Studios,M
The Last Story,2011,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80,61,8.4,179,"Mistwalker, Artoon",T
Fantastic Pets,2011,Simulation,THQ,0.3,0.08,0,0.03,0.41,66,11,7.5,4,Blitz Games Studios,E
Steel Diver,2011,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58,55,6.3,29,Nintendo,E10+
Homefront,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174,Kaos Studios,M
Skylanders: Spyro's Adventure,2011,Action,Activision,0.32,0.2,0,0.05,0.57,82,8,4.9,62,Vicarious Visions,E10+
Rayman Origins,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1,87,43,8.4,238,UBlart Montpellier,E10+
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.76,51,48,4.9,278,"Gearbox Software, 3D Realms",M
Goldeneye 007: Reloaded,2011,Shooter,Activision,0.33,0.33,0,0.12,0.78,72,38,6.3,52,Eurocom Entertainment Software,T
Portal 2,2011,Shooter,Valve Software,0.33,0.32,0,0.1,0.76,95,52,8.8,5999,Valve Software,E10+
Just Dance 3,2011,Misc,Ubisoft,0.33,0.2,0,0.09,0.62,75,5,6,7,Ubisoft,E10+
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,80,41,6.6,132,Konami,E
DC Universe Online,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0,0.06,0.51,67,46,7.4,139,WBIE,T
Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,0.35,0.18,0,0.05,0.57,76,4,8.3,6,High Impact Games,E10+
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34,Traveller's Tales,E10+
NHL 12,2011,Sports,Electronic Arts,0.36,0.15,0,0.07,0.58,86,33,7.5,52,Electronic Arts,E10+
Final Fantasy XIII-2,2011,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,79,50,6.3,268,Square Enix,T
Madden NFL Football,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,49,18,5.3,16,EA Tiburon,E
Disney Universe,2011,Action,Disney Interactive Studios,0.37,0.14,0,0.05,0.57,66,31,5.3,13,Eurocom Entertainment Software,E10+
MX vs. ATV: Alive,2011,Racing,THQ,0.37,0.13,0,0.04,0.55,63,43,7.2,24,THQ Digital Studio Phoenix,E
Rayman Origins,2011,Platform,Ubisoft,0.38,0.32,0,0.08,0.78,87,55,8.2,209,UBlart Montpellier,E10+
Skylanders: Spyro's Adventure,2011,Action,Activision,0.39,0.39,0,0.16,0.94,77,18,4.8,42,Toys for Bob,E10+
God of War: Origins Collection,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,84,58,8.4,208,Ready at Dawn,M
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55,24,5.8,52,Spike,T
Sesame Street: Once Upon A Monster,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0,0.04,0.52,79,26,6.9,22,Double Fine Productions,E
Dragon Age II,2011,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82,52,4.3,1197,BioWare,M
Fight Night Champion,2011,Fighting,Electronic Arts,0.4,0.31,0,0.07,0.78,86,59,7.4,105,EA Canada,M
PilotWings Resort,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71,64,7.4,88,Monster Games Inc.,E
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.4,0.16,0,0.05,0.62,80,50,6.1,25,Electronic Arts,E
Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,0.45,69,27,6.8,24,Visual Concepts,E
Two Worlds II,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,67,50,6.6,140,Reality Pump,M
